Acad Group,Class ID,Subject,Subject Code,Course Nbr,Course Title,Day,Time,Course Size,Seats Available,Regist Code
"Music, Theatre & Dance",34867,Piano Literature and Pedagogy,PIANOLP,597,20thC Piano Lit,T TH,230-330PM,20,11,PIANOLP-597
"Music, Theatre & Dance",13317,Piano Literature and Pedagogy,PIANOLP,585,Coll&Adult Grp Tch,TH,4-7PM,22,16,PIANOLP-585
"Music, Theatre & Dance",25764,Piano Literature and Pedagogy,PIANOLP,588,Sur Piano Cham Mus,W,230-430PM,17,10,PIANOLP-588
"Music, Theatre & Dance",20630,Theatre & Drama,THTREMUS,403,D & P Seminar,F,12-130PM,29,26,THTREMUS-403
"Music, Theatre & Dance",21368,Theatre & Drama,THTREMUS,404,D & P Seminar,F,12-130PM,17,13,THTREMUS-404
"Music, Theatre & Dance",32565,Theatre & Drama,THTREMUS,429,Playwr Production,F,12-3PM,10,6,THTREMUS-429
"Music, Theatre & Dance",13388,Theatre & Drama,THTREMUS,445,Stage Mgt: Mus/Opera,F,130-330PM,12,6,THTREMUS-445
"Music, Theatre & Dance",13364,Theatre & Drama,THTREMUS,345,Stage Mgmt Plays,F,130-3PM,18,13,THTREMUS-345
"Music, Theatre & Dance",27900,Theatre & Drama,THTREMUS,353,Sound for Theatre,F,230-530PM,16,10,THTREMUS-353
"Music, Theatre & Dance",25669,Theatre & Drama,THTREMUS,320,Voiceover Acting,F,2-4PM,12,10,THTREMUS-320
"Music, Theatre & Dance",19470,Theatre & Drama,THTREMUS,227,Intro Playwriting,M,3-6PM,13,5,THTREMUS-227
"Music, Theatre & Dance",32522,Theatre & Drama,THTREMUS,478,Hist of 20C Dress,M W,10-1130AM,18,15,THTREMUS-478
"Music, Theatre & Dance",28956,Theatre & Drama,THTREMUS,374,Stage Combat II,M W,1030-1230PM,14,8,THTREMUS-374
"Music, Theatre & Dance",13323,Theatre & Drama,THTREMUS,245,Intro Stage Managmt,M W,11-12PM,18,14,THTREMUS-245
"Music, Theatre & Dance",17816,Theatre & Drama,THTREMUS,263,Design Rendering,M W,1130-130PM,27,23,THTREMUS-263
"Music, Theatre & Dance",14610,Theatre & Drama,THTREMUS,323,Am Thtr-Drama,M W,1130-1PM,22,14,THTREMUS-323
"Music, Theatre & Dance",22090,Theatre & Drama,THTREMUS,356,Lighting Design II,M W,1130-1PM,10,10,THTREMUS-356
"Music, Theatre & Dance",25556,Theatre & Drama,THTREMUS,523,Am Thtr-Drama,M W,1130-1PM,19,15,THTREMUS-523
"Music, Theatre & Dance",13362,Theatre & Drama,THTREMUS,321,Theatr Hst I,M W,1-230PM,13,8,THTREMUS-321
"Music, Theatre & Dance",14373,Theatre & Drama,THTREMUS,370,Costume Design II,M W,1-230PM,24,20,THTREMUS-370
"Music, Theatre & Dance",27899,Theatre & Drama,THTREMUS,470,Costume Design III,M W,1-230PM,15,13,THTREMUS-470
"Music, Theatre & Dance",13407,Theatre & Drama,THTREMUS,521,History&Theory,M W,1-230PM,26,19,THTREMUS-521
"Music, Theatre & Dance",25135,Theatre & Drama,THTREMUS,570,Costume Design IV,M W,1-230PM,19,17,THTREMUS-570
"Music, Theatre & Dance",18798,Theatre & Drama,THTREMUS,435,Producing Amer Thtre,M W,130-3PM,29,22,THTREMUS-435
"Music, Theatre & Dance",31561,Theatre & Drama,THTREMUS,395,Stage Dialects,M W,1-3PM,29,28,THTREMUS-395
"Music, Theatre & Dance",13318,Theatre & Drama,THTREMUS,101,Intro to Acting I,M W,330-530PM,21,17,THTREMUS-101
"Music, Theatre & Dance",13384,Theatre & Drama,THTREMUS,381,Acting V,M W,3-5PM,18,16,THTREMUS-381
"Music, Theatre & Dance",28543,Theatre & Drama,THTREMUS,426,Arts Fundraising,M W,430-530PM,21,13,THTREMUS-426
"Music, Theatre & Dance",13324,Theatre & Drama,THTREMUS,250,Intro Tech Tht Prac,M W,9-1030AM,29,26,THTREMUS-250
"Music, Theatre & Dance",35534,Theatre & Drama,THTREMUS,340,Devising Theatre,M W,9-1030AM,28,23,THTREMUS-340
"Music, Theatre & Dance",13321,Theatre & Drama,THTREMUS,192,Voice I,M W F,1030-12PM,24,24,THTREMUS-192
"Music, Theatre & Dance",13320,Theatre & Drama,THTREMUS,181,Acting I,M W F,1230-2PM,19,19,THTREMUS-181
"Music, Theatre & Dance",26436,Theatre & Drama,THTREMUS,172,Movement I,M W F,9-1030AM,21,12,THTREMUS-172
"Music, Theatre & Dance",23095,Theatre & Drama,THTREMUS,222,Intro Global Ethnic,T TH,10-1130AM,25,21,THTREMUS-222
"Music, Theatre & Dance",28957,Theatre & Drama,THTREMUS,383,Acting for Camera I,T TH,1030-1230PM,15,15,THTREMUS-383
"Music, Theatre & Dance",14372,Theatre & Drama,THTREMUS,240,Intro to Design,T TH,11-1PM,23,15,THTREMUS-240
"Music, Theatre & Dance",13361,Theatre & Drama,THTREMUS,291,Voice II,T TH,11-1PM,23,20,THTREMUS-291
"Music, Theatre & Dance",18152,Theatre & Drama,THTREMUS,211,Intro Drama,T TH,12-130PM,29,29,THTREMUS-211
"Music, Theatre & Dance",13322,Theatre & Drama,THTREMUS,241,Directing I,T TH,1230-230PM,14,11,THTREMUS-241
"Music, Theatre & Dance",15083,Theatre & Drama,THTREMUS,341,Directing III,T TH,1230-230PM,11,4,THTREMUS-341
"Music, Theatre & Dance",24856,Theatre & Drama,THTREMUS,506,Directing,T TH,1230-230PM,19,19,THTREMUS-506
"Music, Theatre & Dance",21369,Theatre & Drama,THTREMUS,462,Drafting,T TH,1230-2PM,13,13,THTREMUS-462
"Music, Theatre & Dance",31557,Theatre & Drama,THTREMUS,399,Topics in Drama,T TH,1-230PM,28,22,THTREMUS-399
"Music, Theatre & Dance",13360,Theatre & Drama,THTREMUS,281,Acting III: Greeks,T TH,130-330PM,19,10,THTREMUS-281
"Music, Theatre & Dance",13383,Theatre & Drama,THTREMUS,371,Physical Theatre,T TH,230-430PM,17,13,THTREMUS-371
"Music, Theatre & Dance",13341,Theatre & Drama,THTREMUS,260,Scene Design I,T TH,230-4PM,19,19,THTREMUS-260
"Music, Theatre & Dance",31564,Theatre & Drama,THTREMUS,102,Intro to Acting II,T TH,3-5PM,14,12,THTREMUS-102
"Music, Theatre & Dance",31609,Theatre & Drama,THTREMUS,334,Atonement Project,T TH,4-530PM,10,2,THTREMUS-334
"Music, Theatre & Dance",28428,Theatre & Drama,THTREMUS,272,Movement III,T TH,9-11AM,25,16,THTREMUS-272
"Music, Theatre & Dance",14374,Theatre & Drama,THTREMUS,256,Lighting Design I,T TH,930-11AM,25,18,THTREMUS-256
"Music, Theatre & Dance",27897,Theatre & Drama,THTREMUS,460,Scene Design III,T TH,930-11AM,12,12,THTREMUS-460
"Music, Theatre & Dance",33892,Theatre & Drama,THTREMUS,327,Intermed Playwriting,W,3-6PM,25,20,THTREMUS-327
"Music, Theatre & Dance",14694,Theory,THEORY,805,Seminar in Theory,F,1230-330PM,27,22,THEORY-805
"Music, Theatre & Dance",32185,Theory,THEORY,651,Topics in Analysis,M,830-1130AM,14,6,THEORY-651
"Music, Theatre & Dance",31012,Theory,THEORY,461,Analysis-Tonal Mus,M W,1030-1130AM,22,18,THEORY-461
"Music, Theatre & Dance",13432,Theory,THEORY,531,Schenk Thry&Anal I,M W,1130-1PM,29,29,THEORY-531
"Music, Theatre & Dance",21181,Theory,THEORY,533,Analysis of Mod Mus,M W,1130-1PM,10,8,THEORY-533
"Music, Theatre & Dance",21182,Theory,THEORY,537,Prosem Anal Music,M W,1-230PM,17,8,THEORY-537
"Music, Theatre & Dance",25548,Theory,THEORY,334,Soph Thry-Writn Skl,M W,130-230PM,12,4,THEORY-334
"Music, Theatre & Dance",17240,Theory,THEORY,135,Intr Mus Thry,M W,230-330PM,27,21,THEORY-135
"Music, Theatre & Dance",21180,Theory,THEORY,433,Analys 20C Mod Music,M W,230-4PM,19,10,THEORY-433
"Music, Theatre & Dance",22596,Theory,THEORY,590,Teaching Tonal Thry,M W,230-4PM,18,17,THEORY-590
"Music, Theatre & Dance",13429,Theory,THEORY,442,18th C Counterpoint,M W F,1030-1130AM,10,7,THEORY-442
"Music, Theatre & Dance",13433,Theory,THEORY,542,18th C Counterpoint,M W F,1030-1130AM,25,24,THEORY-542
"Music, Theatre & Dance",13417,Theory,THEORY,149,Bmus Wrtg Sk I,M W F,830-930AM,22,16,THEORY-149
"Music, Theatre & Dance",21179,Theory,THEORY,249,Bmus Wrtg Sk I I I,M W F,930-1030AM,26,26,THEORY-249
"Music, Theatre & Dance",20498,Theory,THEORY,250,Bmus Wrtg Sk I V,M W F,930-1030AM,14,8,THEORY-250
"Music, Theatre & Dance",29145,Theory,THEORY,440,Species Cntrpt I,T TH,10-1130AM,25,20,THEORY-440
"Music, Theatre & Dance",13408,Theory,THEORY,137,Intro Mus Theory,T TH,11-12PM,28,22,THEORY-137
"Music, Theatre & Dance",26588,Theory,THEORY,460,Special Courses,T TH,1130-1PM,24,23,THEORY-460
"Music, Theatre & Dance",30995,Theory,THEORY,560,Special Studies,T TH,1130-1PM,20,17,THEORY-560
"Music, Theatre & Dance",27847,Theory,THEORY,438,World Music Theory,T TH,230-4PM,28,24,THEORY-438
"Music, Theatre & Dance",27849,Theory,THEORY,538,Non-west & World Mus,T TH,230-4PM,25,18,THEORY-538
"Music, Theatre & Dance",22111,Theory,THEORY,454,Orchestration I,T TH,330-430PM,26,24,THEORY-454
"Music, Theatre & Dance",13412,Theory,THEORY,139,Bmus Aural Sk I,T TH,930-1030AM,29,23,THEORY-139
"Music, Theatre & Dance",19469,Theory,THEORY,211,Basic Th at Keybd,T TH,930-1030AM,13,13,THEORY-211
"Music, Theatre & Dance",21674,Theory,THEORY,239,Bmus Aural Sk I I I,T TH,930-1030AM,11,9,THEORY-239
"Music, Theatre & Dance",20497,Theory,THEORY,240,Bmus Aural Sk I V,T TH,930-1030AM,17,9,THEORY-240
"Music, Theatre & Dance",20050,Voice Literature,VOICELIT,567,Oratorios,M W,1130-1230PM,18,10,VOICELIT-567
"Music, Theatre & Dance",21219,Voice Literature,VOICELIT,469,Aria Preparation,M W,3-430PM,13,4,VOICELIT-469
"Music, Theatre & Dance",21220,Voice Literature,VOICELIT,569,Aria Preparation,M W,3-430PM,13,9,VOICELIT-569
"Music, Theatre & Dance",13440,Voice Literature,VOICELIT,203,Basic Fren Diction,M W F,1030-1130AM,23,18,VOICELIT-203
"Music, Theatre & Dance",13443,Voice Literature,VOICELIT,507,Fren Diction Singer,M W F,1030-1130AM,22,15,VOICELIT-507
"Music, Theatre & Dance",13439,Voice Literature,VOICELIT,201,Basic Ital Diction,M W F,930-1030AM,25,16,VOICELIT-201
"Music, Theatre & Dance",13442,Voice Literature,VOICELIT,505,Italian Lyric Dictn,M W F,930-1030AM,24,17,VOICELIT-505
"Music, Theatre & Dance",31242,Voice Literature,VOICELIT,460,Special Topics,T TH,1130-1230PM,10,7,VOICELIT-460
"Music, Theatre & Dance",31243,Voice Literature,VOICELIT,560,Special Topics,T TH,1130-1230PM,20,13,VOICELIT-560
"Music, Theatre & Dance",19866,Voice Literature,VOICELIT,200,Basic Lyric Diction,T TH,130-230PM,21,20,VOICELIT-200
"Music, Theatre & Dance",22789,Voice Literature,VOICELIT,519,Teaching Voice I,T TH,130-230PM,20,13,VOICELIT-519
"Music, Theatre & Dance",13441,Voice Literature,VOICELIT,491,Interpr of Songs,T TH,230-430PM,19,19,VOICELIT-491
"Music, Theatre & Dance",13445,Voice Literature,VOICELIT,592,Interpretatn-Songs,T TH,230-430PM,26,18,VOICELIT-592
"Music, Theatre & Dance",33957,Wellness for Performing Arts,WELLNESS,520,Alexander Tech Intro,F,230-330PM,14,12,WELLNESS-520
"Music, Theatre & Dance",33955,Wellness for Performing Arts,WELLNESS,512,Yoga Performers,T TH,9-10AM,26,25,WELLNESS-512
Nursing,24995,Health Sciences,HS,710,Informatic Practicum,F,1-4PM,14,9,HS-710
Nursing,32022,Health Sciences,HS,527,Sex Hlt&HIV/STD Prev,F,9-12PM,19,16,HS-527
Nursing,24991,Health Sciences,HS,612,Eval Meth for Health,F,9-12PM,28,19,HS-612
Nursing,24045,Health Sciences,HS,550,Sci Meth Fundamental,M,1-4PM,24,15,HS-550
Nursing,24092,Health Sciences,HS,851,Applied Inference,M,8-11AM,19,14,HS-851
Nursing,30986,Health Sciences,HS,650,Predictive Analytics,M W,8-11AM,15,6,HS-650
Nursing,29631,Health Sciences,HS,225,Global Persp HIV,T,5-8PM,18,10,HS-225
Nursing,24027,Health Sciences,HS,510,Found of Infor Prac,TH,12-4PM,13,9,HS-510
Nursing,22330,Health Sciences,HS,802,Epi for Hlth Prof,TH,1-4PM,26,21,HS-802
Nursing,26585,Nursing,NURS,523,Role Transition,F,1-4PM,23,22,NURS-523
Nursing,24000,Nursing,NURS,528,"Mod, Theor&Methods",F,1-4PM,12,12,NURS-528
Nursing,35134,Nursing,NURS,142,Nursing Seminar,F,9-11AM,17,10,NURS-142
Nursing,29218,Nursing,NURS,960,Capstone Res & Sem I,F,9-11AM,29,20,NURS-960
Nursing,24024,Nursing,NURS,533,Eff Res & Ops Mgmt,F,9-12PM,20,11,NURS-533
Nursing,32232,Nursing,NURS,800,Stat Adv Pract,F,9-12PM,27,21,NURS-800
Nursing,25632,Nursing,NURS,950,DNP Residency,F,9-12PM,18,14,NURS-950
Nursing,13470,Nursing,NURS,676,"Intrapar,Postpart",F,9-4PM,15,14,NURS-676
Nursing,24841,Nursing,NURS,230,Hlt Prom&Risk Reduc,M,1-4PM,23,14,NURS-230
Nursing,16297,Nursing,NURS,352,Reproductive Health,M,4-7PM,26,26,NURS-352
Nursing,16772,Nursing,NURS,454,Leadership&Mngmt,M,9-11AM,28,19,NURS-454
Nursing,19464,Nursing,NURS,245,Pathophysiology,M W,830-1130AM,22,16,NURS-245
Nursing,35254,Nursing,NURS,856,Res & Prof Dev Sem I,T,1-2PM,17,12,NURS-856
Nursing,24090,Nursing,NURS,804,Research Synthesis,T,2-4PM,12,9,NURS-804
Nursing,24091,Nursing,NURS,880,Phil and Theory Nurs,T,8-12PM,23,14,NURS-880
Nursing,15623,Nursing,NURS,254,Hlth Maintenance I,T,9-11AM,15,9,NURS-254
Nursing,16777,Nursing,NURS,456,Community Hlth Nsg,T,9-11AM,28,20,NURS-456
Nursing,28918,Nursing,NURS,617,Child Hlth: Mult Set,T,9-12PM,21,19,NURS-617
Nursing,24025,Nursing,NURS,581,Found for Sys & Org,TH,10-12PM,12,4,NURS-581
Nursing,20026,Nursing,NURS,354,Child Health&Illness,TH,10-3PM,13,11,NURS-354
Nursing,24993,Nursing,NURS,682,Syst Assmt&Leadershp,TH,12-2PM,10,10,NURS-682
Nursing,24998,Nursing,NURS,806,Prep Pubs,TH,130-330PM,12,11,NURS-806
Nursing,31030,Nursing,NURS,637,Acute Peds Cln I,TH,1-4PM,26,18,NURS-637
Nursing,21521,Nursing,NURS,815,Quality and Safety,TH,1-4PM,24,23,NURS-815
Nursing,23984,Nursing,NURS,803,RCRS,TH,4-6PM,28,28,NURS-803
Nursing,20483,Nursing,NURS,420,Intro to Global Hlth,TH,6-8PM,21,19,NURS-420
Nursing,32231,Nursing,NURS,521,Intro to Glob Hlth,TH,6-8PM,21,12,NURS-521
Nursing,24026,Nursing,NURS,588,Policy&Dev for Hlth,TH,8-10AM,12,3,NURS-588
Nursing,24992,Nursing,NURS,681,Dec Sci for Pop Hlth,TH,8-11AM,15,6,NURS-681
Nursing,21977,Nursing,NURS,811,Health Informatics,TH,8-11AM,19,16,NURS-811
Nursing,21325,Nursing,NURS,457,Care- Complex Needs,TH,8-12PM,20,12,NURS-457
Nursing,21326,Nursing,NURS,459,Care-Complex Needs 2,TH,8-12PM,13,6,NURS-459
Nursing,26479,Nursing,NURS,503,Adv Hlth Assess,TH,8-12PM,29,23,NURS-503
Nursing,28921,Nursing,NURS,674,Adv Nurs Adults&Fam,TH,8-4PM,17,15,NURS-674
Nursing,28002,Nursing,NURS,577,AGAPN Clin Pract I,TH,9-11AM,12,9,NURS-577
Nursing,24017,Nursing,NURS,552,Peds Adv Mgmt II,TH,9-12PM,16,16,NURS-552
Nursing,24307,Nursing,NURS,890,Research Focus I,W,1-3PM,26,23,NURS-890
Nursing,16299,Nursing,NURS,358,Mental Hlth&Illness,W,2-5PM,29,29,NURS-358
Nursing,13455,Nursing,NURS,220,Women's Hlth,W,530-730PM,13,4,NURS-220
Nursing,26478,Nursing,NURS,678,Profess Iss Midwf,W,8-12PM,12,10,NURS-678
Nursing,16298,Nursing,NURS,356,Adult Hlth&Illness,W,8-1PM,17,13,NURS-356
Nursing,28008,Nursing,NURS,640,Nurs-Childbear Fam,W,8-430PM,29,25,NURS-640
Nursing,24200,Professional Nursing Education,PNE,215,Health Main Cln I,F,2-1030PM,11,9,PNE-215
Nursing,35146,Professional Nursing Education,PNE,223,Health Main Cln I,F,2-1030PM,28,24,PNE-223
Nursing,29227,Professional Nursing Education,PNE,220,Health Main Cln I,F,3-11PM,24,23,PNE-220
Nursing,29225,Professional Nursing Education,PNE,221,Health Main Cln I,F,3-11PM,26,24,PNE-221
Nursing,24194,Professional Nursing Education,PNE,212,Health Main Cln I,F,630-3PM,25,18,PNE-212
Nursing,24196,Professional Nursing Education,PNE,213,Health Main Cln I,F,630-3PM,22,17,PNE-213
Nursing,24198,Professional Nursing Education,PNE,214,Health Main Cln I,F,630-3PM,17,12,PNE-214
Nursing,24202,Professional Nursing Education,PNE,216,Health Main Cln I,F,630-3PM,21,20,PNE-216
Nursing,24223,Professional Nursing Education,PNE,217,Health Main Cln I,F,630-3PM,16,14,PNE-217
Nursing,29221,Professional Nursing Education,PNE,218,Health Main Cln I,F,630-3PM,12,5,PNE-218
Nursing,29223,Professional Nursing Education,PNE,219,Health Main Cln I,F,7-3PM,14,8,PNE-219
Nursing,24111,Professional Nursing Education,PNE,301,Repr Health Cln,F,7-3PM,28,20,PNE-301
Nursing,24112,Professional Nursing Education,PNE,302,Repr Health Cln,F,7-3PM,27,19,PNE-302
Nursing,24204,Professional Nursing Education,PNE,402,Community Nurse Cln,M,12-5PM,18,12,PNE-402
Nursing,24205,Professional Nursing Education,PNE,404,Community Nurse Cln,M,12-5PM,15,11,PNE-404
Nursing,24206,Professional Nursing Education,PNE,406,Community Nurse Cln,M,12-5PM,10,3,PNE-406
Nursing,25356,Professional Nursing Education,PNE,408,Community Nurse Cln,M,12-5PM,21,19,PNE-408
Nursing,24117,Professional Nursing Education,PNE,307,Repr Health Cln,M,7-3PM,24,20,PNE-307
Nursing,25243,Professional Nursing Education,PNE,308,Repr Health Cln,M,7-3PM,25,22,PNE-308
Nursing,24121,Professional Nursing Education,PNE,378,Mental Hlth&Illn Cln,M T,2-11PM,13,6,PNE-378
Nursing,24122,Professional Nursing Education,PNE,379,Mental Hlth&Illn Cln,M T,2-11PM,13,11,PNE-379
Nursing,25346,Professional Nursing Education,PNE,384,Mental Hlth&Illn Cln,M T,3-11PM,23,15,PNE-384
Nursing,25347,Professional Nursing Education,PNE,385,Mental Hlth&Illn Cln,M T,3-11PM,26,18,PNE-385
Nursing,24119,Professional Nursing Education,PNE,376,Mental Hlth&Illn Cln,M T,630-330PM,29,24,PNE-376
Nursing,24120,Professional Nursing Education,PNE,377,Mental Hlth&Illn Cln,M T,630-330PM,11,2,PNE-377
Nursing,26557,Professional Nursing Education,PNE,401,Community Nurse Cln,T,12-5PM,22,16,PNE-401
Nursing,25354,Professional Nursing Education,PNE,403,Community Nurse Cln,T,12-5PM,24,19,PNE-403
Nursing,24207,Professional Nursing Education,PNE,407,Community Nurse Cln,T,12-5PM,24,22,PNE-407
Nursing,25355,Professional Nursing Education,PNE,409,Community Nurse Cln,T,12-5PM,18,18,PNE-409
Nursing,26717,Professional Nursing Education,PNE,410,Community Nurse Cln,T,12-5PM,14,13,PNE-410
Nursing,24172,Professional Nursing Education,PNE,201,Health Main Cln I,T,2-1030PM,18,13,PNE-201
Nursing,24174,Professional Nursing Education,PNE,202,Health Main Cln I,T,2-1030PM,24,16,PNE-202
Nursing,35145,Professional Nursing Education,PNE,222,Health Main Cln I,T,2-1030PM,20,17,PNE-222
Nursing,25312,Professional Nursing Education,PNE,309,Repr Health Cln,T,230-1030PM,10,10,PNE-309
Nursing,25313,Professional Nursing Education,PNE,310,Repr Health Cln,T,230-1030PM,13,5,PNE-310
Nursing,24132,Professional Nursing Education,PNE,326,Child Hlth&Illn Cln,T,630-7PM,11,7,PNE-326
Nursing,24133,Professional Nursing Education,PNE,327,Child Hlth&Illn Cln,T,630-7PM,21,16,PNE-327
Nursing,25314,Professional Nursing Education,PNE,334,Child Hlth&Ill Cln,T,630-7PM,25,24,PNE-334
Nursing,25315,Professional Nursing Education,PNE,335,Child Hlth&IllCln,T,630-7PM,16,8,PNE-335
Nursing,24113,Professional Nursing Education,PNE,303,Repr Health Cln,T,7-3PM,24,18,PNE-303
Nursing,24114,Professional Nursing Education,PNE,304,Repr Health Cln,T,7-3PM,28,23,PNE-304
Nursing,24127,Professional Nursing Education,PNE,351,Adult Hlth&Illn Cln,T TH,630-430PM,24,23,PNE-351
Nursing,24129,Professional Nursing Education,PNE,353,Adult Hlth&Illn Cln,T TH,630-430PM,14,5,PNE-353
Nursing,24130,Professional Nursing Education,PNE,355,Adult Hlth&Illn Cln,T TH,630-430PM,23,14,PNE-355
Nursing,24131,Professional Nursing Education,PNE,357,Adult Hlth&Illn Cln,T TH,630-430PM,29,24,PNE-357
Nursing,24212,Professional Nursing Education,PNE,359,Adult Hlth&Illn Cln,T TH,630-430PM,25,23,PNE-359
Nursing,24213,Professional Nursing Education,PNE,360,Adult Hlth&Illn Cln,T TH,630-430PM,21,13,PNE-360
Nursing,24214,Professional Nursing Education,PNE,361,Adult Hlth&Illn Cln,T TH,630-430PM,18,17,PNE-361
Nursing,25316,Professional Nursing Education,PNE,362,Adult Hlth&Illn Cln,T TH,630-430PM,19,19,PNE-362
Nursing,25318,Professional Nursing Education,PNE,363,Adult Hlth&Illn Cln,T TH,630-430PM,21,13,PNE-363
Nursing,25319,Professional Nursing Education,PNE,364,Adult Hlth&Illn Cln,T TH,630-430PM,24,23,PNE-364
Nursing,24126,Professional Nursing Education,PNE,325,Child Hlth&Illn Cln,T W,1-1AM,21,17,PNE-325
Nursing,24182,Professional Nursing Education,PNE,206,Health Main Cln I,TH,2-1030PM,28,24,PNE-206
Nursing,24192,Professional Nursing Education,PNE,211,Health Main Cln I,TH,3-11PM,21,20,PNE-211
Nursing,24176,Professional Nursing Education,PNE,203,Health Main Cln I,TH,630-3PM,18,14,PNE-203
Nursing,24178,Professional Nursing Education,PNE,204,Health Main Cln I,TH,630-3PM,12,6,PNE-204
Nursing,24180,Professional Nursing Education,PNE,205,Health Main Cln I,TH,630-3PM,23,17,PNE-205
Nursing,24184,Professional Nursing Education,PNE,207,Health Main Cln I,TH,630-3PM,29,25,PNE-207
Nursing,24186,Professional Nursing Education,PNE,208,Health Main Cln I,TH,630-3PM,10,6,PNE-208
Nursing,24188,Professional Nursing Education,PNE,209,Health Main Cln I,TH,630-3PM,17,16,PNE-209
Nursing,24190,Professional Nursing Education,PNE,210,Health Main Cln I,TH,7-3PM,14,11,PNE-210
Nursing,24125,Professional Nursing Education,PNE,382,Mental Hlth&Illn Cln,TH F,2-11PM,11,7,PNE-382
Nursing,25345,Professional Nursing Education,PNE,383,Mental Hlth&Ill Cln,TH F,2-11PM,25,23,PNE-383
Nursing,24123,Professional Nursing Education,PNE,380,Mental Hlth&Illn Cln,TH F,630-330PM,11,8,PNE-380
Nursing,24124,Professional Nursing Education,PNE,381,Mental Hlth&Illn Cln,TH F,630-330PM,11,6,PNE-381
Nursing,24134,Professional Nursing Education,PNE,328,Child Hlth&Illn Cln,W,630-7PM,17,16,PNE-328
Nursing,24135,Professional Nursing Education,PNE,329,Child Hlth&Illn Cln,W,630-7PM,18,11,PNE-329
Nursing,24136,Professional Nursing Education,PNE,330,Child Hlth&Illn Cln,W,630-7PM,29,26,PNE-330
Nursing,24137,Professional Nursing Education,PNE,331,Child Hlth&Illn Cln,W,630-7PM,10,8,PNE-331
Nursing,24138,Professional Nursing Education,PNE,332,Child Hlth&Illn Cln,W,630-7PM,20,17,PNE-332
Nursing,25244,Professional Nursing Education,PNE,333,Child Hlth&Illn Cln,W,630-7PM,19,19,PNE-333
Nursing,24115,Professional Nursing Education,PNE,305,Repr Health Cln,W,7-3PM,10,6,PNE-305
Nursing,24116,Professional Nursing Education,PNE,306,Repr Health Cln,W,7-3PM,27,22,PNE-306
Pharmacy,35517,Clinical Pharmacy Translational Science,CPTS,850,Clin Pharm Seminar,M,1130-1PM,21,18,CPTS-850
Pharmacy,35514,Clinical Pharmacy Translational Science,CPTS,801,Grant Proposal I,T,2-4PM,10,2,CPTS-801
Pharmacy,21825,Medicinal Chemistry,MEDCHEM,700,Princ of Drug Act V,M,930-1130AM,22,19,MEDCHEM-700
Pharmacy,24583,Medicinal Chemistry,MEDCHEM,500,Princ Drug Act I,M F,1-2PM,11,10,MEDCHEM-500
Pharmacy,14569,Medicinal Chemistry,MEDCHEM,532,Bioorg Prin Med Chm,M W,1-230PM,18,10,MEDCHEM-532
Pharmacy,21245,Medicinal Chemistry,MEDCHEM,600,Princ of Drug Act 3,M W,8-930AM,15,7,MEDCHEM-600
Pharmacy,17846,Medicinal Chemistry,MEDCHEM,501,Chemical Biology I,M W F,8-9AM,23,21,MEDCHEM-501
Pharmacy,23343,Medicinal Chemistry,MEDCHEM,621,Drug Disc & Ther,TH,10-12PM,25,24,MEDCHEM-621
Pharmacy,26098,Medicinal Chemistry,MEDCHEM,840,Seminar-Med Chem,TH,4-530PM,19,15,MEDCHEM-840
Pharmacy,13477,Medicinal Chemistry,MEDCHEM,740,Prep Grant Proposal,W,330-430PM,14,11,MEDCHEM-740
Pharmacy,21625,Medicinal Chemistry,MEDCHEM,660,RCRS,W,5-7PM,19,17,MEDCHEM-660
Pharmacy,16754,Pharmaceutical Sciences,PHARMSCI,508,Drug Deliv and Soln,M,9-11AM,14,6,PHARMSCI-508
Pharmacy,17151,Pharmaceutical Sciences,PHARMSCI,608,Pharmacokin Concepts,M W,11-12PM,12,12,PHARMSCI-608
Pharmacy,31456,Pharmaceutical Sciences,PHARMSCI,706,Biopharm Drugs,T,2-4PM,23,15,PHARMSCI-706
Pharmacy,31952,Pharmaceutical Sciences,PHARMSCI,402,UG Seminar PharmSci,T,4-5PM,11,3,PHARMSCI-402
Pharmacy,28306,Pharmaceutical Sciences,PHARMSCI,300,Biopharmaceutics,T TH,10-1130AM,11,5,PHARMSCI-300
Pharmacy,31953,Pharmaceutical Sciences,PHARMSCI,400,Pharmaceutics,T TH,1130-1PM,14,5,PHARMSCI-400
Pharmacy,28115,Pharmaceutical Sciences,PHARMSCI,702,PDDT-BM,TH,1-3PM,17,10,PHARMSCI-702
Pharmacy,31455,Pharmaceutical Sciences,PHARMSCI,700,Biopharm-Drug Dispos,TH,4-6PM,17,10,PHARMSCI-700
Pharmacy,13481,Pharmaceutical Sciences,PHARMSCI,838,Sem in Pharmsci,W,4-5PM,22,22,PHARMSCI-838
Pharmacy,21826,Pharmacy,PHARMACY,706,Hlth Care Outcomes,F,11-1PM,19,11,PHARMACY-706
Pharmacy,13487,Pharmacy,PHARMACY,730,Pharm D Sem,F,2-5PM,13,11,PHARMACY-730
Pharmacy,17699,Pharmacy,PHARMACY,713,Direct Care IPPE,M,1-5PM,19,13,PHARMACY-713
Pharmacy,19876,Pharmacy,PHARMACY,723,Phar Prac Skills III,M,3-5PM,24,22,PHARMACY-723
Pharmacy,28304,Pharmacy,PHARMACY,202,Career Exploration,M,4-5PM,21,19,PHARMACY-202
